,State,County,Life Expectancy,Life Expectancy (AIAN),Life Expectancy (Asian),Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (white),# Deaths,Age-adjusted Death Rate,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (white),# Deaths.1,Child Mortality Rate,Child Mortality Rate (AIAN),Child Mortality Rate (Asian),Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (white),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (AIAN),Infant Mortality Rate (Asian),Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (white),% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (white),# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,MV Mortality Rate (AIAN),MV Mortality Rate (Asian),MV Mortality Rate (Black),MV Mortality Rate (Hispanic),MV Mortality Rate (white),% Insufficient Sleep,# Uninsured,% Uninsured,# Uninsured.1,% Uninsured.1,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,Cohort Size,High School Graduation Rate,% Disconnected Youth,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (white),Average Grade Performance.1,Average Grade Performance (Asian).1,Average Grade Performance (Black).1,Average Grade Performance (Hispanic).1,Average Grade Performance (white).1,Segregation index,Spending per-pupil,School funding,Women's Median Earnings,Men's Median Earnings,Gender Pay Gap,Median Household Income,Household Income (AIAN),Household Income (Asian),Household Income (Black),Household Income (Hispanic),Household Income (white),% Enrolled in Free or Reduced Lunch,Segregation index.1,Segregation Index,% household income required for childcare expenses,# childcare centers,County Value,Homicide Rate,Homicide Rate (AIAN),Homicide Rate (Asian),Homicide Rate (Black),Homicide Rate (Hispanic),Homicide Rate (white),# Deaths.3,Suicide Rate (Age-Adjusted),Crude Rate,Suicide Rate (AIAN),Suicide Rate (Asian),Suicide Rate (Black),Suicide Rate (Hispanic),Suicide Rate (white),# Firearm Fatalities,Firearm Fatalities Rate,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (white),Petitioned Cases,Juvenile Arrest Rate,Traffic Volume,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% Broadband Access,Population,% Less Than 18 Years of Age,% 65 and Over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic white,% Non-Hispanic white,# Not Proficient in English,% Not Proficient in English,% female,# rural residents,% rural
1580,Missouri,New Madrid,71.0,0.0,0.0,68.5,0.0,71.3,444.0,680.0,0.0,0.0,877.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,19.0,134.0,3220.0,18.0,480.0,3.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,0.0,0.0,0.0,0.0,0.0,37.0,1634.0,17.0,257.0,6.0,54.0,1855:1,185.0,92.0,15.0,2.8,0.0,2.2,0.0,3.1,2.8,0.0,2.2,0.0,3.1,0.11,11205.0,-6588.0,31710.0,42614.0,0.74,41553.0,0.0,0.0,28583.0,45909.0,42944.0,92.0,31.0,29.0,22.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,17,43.0,31.0,4540.0,62.0,731.0,11.0,76.0,16693.0,23.2,19.9,2651.0,15.9,54.0,0.3,73.0,0.4,9.0,0.1,353.0,2.1,13261.0,79.4,28.0,0.0,52.4,10779.0,56.9
1581,Missouri,Newton,76.0,0.0,0.0,0.0,94.7,75.5,981.0,448.0,0.0,0.0,0.0,0.0,0.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,10.0,10.0,21.0,7770.0,13.0,3310.0,6.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,77.0,19.0,0.0,0.0,0.0,0.0,0.0,36.0,6348.0,19.0,1073.0,8.0,31.0,3247:1,584.0,85.0,9.0,3.0,2.3,0.0,2.7,3.1,2.7,2.2,0.0,2.3,2.8,0.08,9448.0,-2431.0,35534.0,42503.0,0.84,52798.0,58661.0,58542.0,36017.0,49000.0,52410.0,59.0,57.0,19.0,19.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,36,39.0,111.0,15998.0,72.0,1848.0,9.0,80.0,58451.0,23.7,18.9,542.0,0.9,1586.0,2.7,876.0,1.5,732.0,1.3,3346.0,5.7,49854.0,85.3,576.0,1.0,50.1,37447.0,64.4
1587,Missouri,Perry,77.3,0.0,0.0,0.0,0.0,0.0,285.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,9.0,0.0,0.0,2080.0,11.0,920.0,5.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,35.0,1421.0,13.0,318.0,7.0,89.0,1129:1,194.0,88.0,0.0,3.1,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.02,10379.0,-1187.0,33967.0,49703.0,0.68,55605.0,0.0,81759.0,0.0,0.0,57162.0,49.0,0.0,31.0,21.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,94.0,5575.0,74.0,477.0,7.0,80.0,19194.0,22.8,19.8,120.0,0.6,97.0,0.5,208.0,1.1,23.0,0.1,437.0,2.3,18185.0,94.7,81.0,0.0,50.2,10552.0,55.6
1588,Missouri,Pettis,76.2,0.0,0.0,73.8,98.3,75.8,674.0,445.0,0.0,0.0,649.0,0.0,457.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,30.0,86.0,6210.0,15.0,2652.0,6.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,35.0,4494.0,19.0,923.0,9.0,66.0,1518:1,486.0,94.0,4.0,3.1,0.0,3.0,2.7,3.2,3.1,0.0,2.8,2.7,3.2,0.07,10583.0,-1124.0,32186.0,43335.0,0.74,52261.0,0.0,63462.0,31898.0,50590.0,50246.0,61.0,43.0,33.0,14.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,57,48.0,198.0,11193.0,69.0,1449.0,9.0,81.0,42490.0,24.9,17.4,1354.0,3.2,399.0,0.9,364.0,0.9,161.0,0.4,3899.0,9.2,35581.0,83.7,984.0,2.0,50.3,15943.0,37.8
1590,Missouri,Pike,76.7,0.0,0.0,0.0,0.0,0.0,285.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,24.0,155.0,2530.0,14.0,1838.0,10.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,35.0,1364.0,15.0,330.0,8.0,97.0,1032:1,160.0,94.0,0.0,3.1,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.07,10599.0,-491.0,34580.0,41597.0,0.83,51255.0,0.0,0.0,36750.0,83106.0,45022.0,51.0,40.0,38.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,6,23.0,44.0,4753.0,71.0,552.0,9.0,77.0,17552.0,22.8,19.1,1030.0,5.9,49.0,0.3,68.0,0.4,5.0,0.0,412.0,2.3,15724.0,89.6,19.0,0.0,46.7,10069.0,54.4
1596,Missouri,Randolph,75.5,0.0,0.0,0.0,0.0,0.0,439.0,492.0,0.0,0.0,649.0,0.0,493.0,16.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,10.0,23.0,110.0,3780.0,15.0,1529.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,37.0,1995.0,15.0,366.0,7.0,78.0,1285:1,303.0,90.0,0.0,3.1,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.06,12666.0,-867.0,34763.0,42180.0,0.82,51924.0,0.0,0.0,0.0,53750.0,50600.0,55.0,48.0,37.0,14.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,10,22.0,84.0,6304.0,71.0,780.0,9.0,79.0,24409.0,21.4,17.2,1379.0,5.6,146.0,0.6,169.0,0.7,9.0,0.0,534.0,2.2,21640.0,88.7,9.0,0.0,47.9,11481.0,45.2
1601,Missouri,St. Clair,77.4,0.0,0.0,0.0,0.0,0.0,190.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,10.0,0.0,0.0,1570.0,17.0,351.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,923.0,19.0,177.0,9.0,62.0,1615:1,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.07,9803.0,-5519.0,32965.0,40726.0,0.81,41486.0,39167.0,0.0,0.0,0.0,39372.0,62.0,0.0,32.0,17.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,16.0,3314.0,80.0,316.0,8.0,71.0,9689.0,20.5,26.9,53.0,0.5,82.0,0.8,32.0,0.3,2.0,0.0,223.0,2.3,9141.0,94.3,4.0,0.0,49.3,9805.0,100.0
1605,Missouri,Saline,76.5,0.0,0.0,0.0,92.1,76.5,371.0,447.0,0.0,0.0,788.0,0.0,447.0,11.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,11.0,57.0,3280.0,14.0,3313.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,36.0,2124.0,17.0,414.0,8.0,70.0,1429:1,254.0,88.0,0.0,2.7,0.0,0.0,2.5,2.8,2.7,0.0,0.0,2.5,2.8,0.11,9900.0,-1428.0,32485.0,38654.0,0.84,52850.0,0.0,80536.0,27055.0,40042.0,49561.0,65.0,37.0,37.0,14.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,12,47.0,86.0,5829.0,71.0,566.0,7.0,79.0,22858.0,22.1,18.8,1168.0,5.1,221.0,1.0,260.0,1.1,337.0,1.5,2600.0,11.4,17963.0,78.6,704.0,3.0,50.0,10705.0,45.8
1608,Missouri,Scott,74.4,0.0,0.0,72.5,0.0,74.5,713.0,518.0,0.0,0.0,598.0,0.0,515.0,16.0,44.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,11.0,30.0,95.0,6390.0,17.0,2988.0,8.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,47.0,17.0,0.0,0.0,0.0,0.0,0.0,36.0,3686.0,17.0,534.0,6.0,131.0,766:1,466.0,91.0,7.0,2.8,0.0,2.4,0.0,2.9,2.8,0.0,2.4,0.0,2.9,0.17,9598.0,-3275.0,30844.0,42648.0,0.72,52864.0,0.0,65625.0,27575.0,25094.0,49707.0,81.0,67.0,53.0,15.0,17.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,48.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,41,46.0,107.0,10157.0,66.0,1648.0,11.0,80.0,38288.0,23.9,19.1,4569.0,11.9,172.0,0.4,180.0,0.5,18.0,0.0,1031.0,2.7,31671.0,82.7,125.0,0.0,51.6,16285.0,41.6
1614,Missouri,Taney,77.3,0.0,0.0,0.0,94.5,76.7,926.0,430.0,0.0,0.0,0.0,0.0,0.0,34.0,73.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,10.0,37.0,78.0,8810.0,16.0,9021.0,17.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,67.0,17.0,0.0,0.0,0.0,0.0,0.0,35.0,6577.0,22.0,1019.0,9.0,111.0,905:1,593.0,94.0,0.0,3.1,0.0,0.0,2.9,3.2,3.0,0.0,0.0,2.8,3.1,0.05,11405.0,-355.0,30899.0,37315.0,0.83,44670.0,58929.0,0.0,0.0,33709.0,49079.0,62.0,83.0,35.0,16.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,11,22.0,100.0,14669.0,66.0,2480.0,11.0,84.0,56104.0,20.9,22.8,883.0,1.6,666.0,1.2,651.0,1.2,76.0,0.1,3610.0,6.4,49326.0,87.9,197.0,0.0,51.5,22665.0,43.9
1615,Missouri,Texas,75.3,0.0,0.0,0.0,0.0,0.0,482.0,496.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,11.0,51.0,5110.0,20.0,1321.0,5.0,22.0,29.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,38.0,2967.0,23.0,560.0,10.0,56.0,1794:1,301.0,92.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.09,9715.0,-5432.0,29354.0,39578.0,0.74,38985.0,0.0,0.0,0.0,30472.0,35398.0,67.0,0.0,41.0,19.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,20.0,7505.0,76.0,1195.0,13.0,72.0,25112.0,21.2,22.1,836.0,3.3,235.0,0.9,87.0,0.3,16.0,0.1,593.0,2.4,22907.0,91.2,146.0,1.0,47.8,25803.0,99.2
1622,Missouri,Wright,74.1,0.0,0.0,0.0,0.0,0.0,360.0,533.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,12.0,5.0,33.0,3560.0,20.0,1902.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,36.0,2238.0,23.0,517.0,11.0,98.0,1018:1,220.0,96.0,0.0,3.4,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.05,9916.0,-4469.0,25048.0,35942.0,0.7,39521.0,26964.0,0.0,0.0,21379.0,37911.0,61.0,0.0,18.0,18.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,9,14.0,16.0,5286.0,76.0,758.0,12.0,73.0,18325.0,25.9,20.2,114.0,0.6,145.0,0.8,84.0,0.5,15.0,0.1,446.0,2.4,17292.0,94.4,174.0,1.0,50.8,14417.0,76.6
1629,Montana,Carbon,81.6,0.0,0.0,0.0,0.0,0.0,150.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,7.0,10.0,105.0,970.0,9.0,337.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,33.0,756.0,13.0,172.0,9.0,37.0,2730:1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.11,14424.0,1520.0,40845.0,51559.0,0.79,62465.0,54500.0,0.0,0.0,0.0,61920.0,32.0,0.0,11.0,26.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,19.0,3358.0,74.0,432.0,10.0,82.0,10921.0,17.4,26.6,74.0,0.7,153.0,1.4,42.0,0.4,12.0,0.1,280.0,2.6,10253.0,93.9,72.0,1.0,48.8,10078.0,100.0
1635,Montana,Dawson,79.3,0.0,0.0,0.0,0.0,0.0,115.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,7.0,5.0,68.0,870.0,10.0,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,392.0,8.0,99.0,5.0,187.0,535:1,111.0,87.0,0.0,2.7,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.04,12000.0,736.0,33499.0,46913.0,0.71,55845.0,0.0,0.0,0.0,58133.0,51500.0,26.0,0.0,54.0,29.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,90.0,2561.0,66.0,303.0,8.0,85.0,8555.0,21.2,20.8,44.0,0.5,198.0,2.3,51.0,0.6,3.0,0.0,276.0,3.2,7875.0,92.1,2.0,0.0,48.1,2472.0,27.6
1674,Montana,Teton,78.7,0.0,0.0,0.0,0.0,0.0,76.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,7.0,0.0,0.0,640.0,11.0,1111.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,37.0,0.0,0.0,0.0,0.0,0.0,33.0,423.0,13.0,130.0,8.0,160.0,625:1,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.13,14377.0,1931.0,32632.0,42974.0,0.76,55399.0,70948.0,0.0,0.0,0.0,56186.0,43.0,0.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,1.0,1798.0,72.0,244.0,11.0,78.0,6249.0,25.1,22.9,14.0,0.2,114.0,1.8,78.0,1.2,1.0,0.0,100.0,1.6,5810.0,93.0,2.0,0.0,50.6,6073.0,100.0
1687,Nebraska,Boone,81.1,0.0,0.0,0.0,0.0,0.0,47.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,9.0,0.0,0.0,540.0,10.0,192.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,291.0,10.0,96.0,8.0,196.0,510:1,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.09,16926.0,5108.0,35889.0,46500.0,0.77,56719.0,0.0,0.0,0.0,73125.0,60688.0,42.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-4,0.0,0.0,1745.0,77.0,175.0,8.0,79.0,5096.0,23.2,23.8,30.0,0.6,13.0,0.3,14.0,0.3,0.0,0.0,129.0,2.5,4886.0,95.9,8.0,0.0,50.3,5505.0,100.0
1691,Nebraska,Buffalo,80.4,0.0,0.0,0.0,87.8,80.0,443.0,275.0,0.0,0.0,0.0,0.0,0.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,9.0,5.0,12.0,5880.0,12.0,4358.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,31.0,3263.0,11.0,635.0,5.0,176.0,569:1,537.0,86.0,0.0,3.2,0.0,0.0,2.7,3.3,3.4,0.0,0.0,2.9,3.5,0.1,12496.0,3377.0,40503.0,52596.0,0.77,68925.0,0.0,77292.0,0.0,45962.0,65620.0,37.0,66.0,36.0,20.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,146,29.0,138.0,12592.0,66.0,2142.0,12.0,87.0,50114.0,23.0,16.0,541.0,1.1,368.0,0.7,748.0,1.5,76.0,0.2,4787.0,9.6,43199.0,86.2,838.0,2.0,50.0,14873.0,32.3
1692,Nebraska,Burt,75.9,0.0,0.0,0.0,0.0,0.0,108.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,9.0,0.0,0.0,870.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,31.0,445.0,13.0,105.0,7.0,93.0,1080:1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.07,14487.0,1498.0,35474.0,47167.0,0.75,51488.0,50029.0,0.0,0.0,36202.0,54490.0,37.0,0.0,39.0,27.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,20.0,22.0,2187.0,76.0,194.0,7.0,72.0,6477.0,22.5,25.1,38.0,0.6,147.0,2.3,27.0,0.4,7.0,0.1,232.0,3.6,5955.0,91.9,6.0,0.0,49.9,6858.0,100.0
1693,Nebraska,Butler,78.1,0.0,0.0,0.0,0.0,0.0,116.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,0.0,0.0,810.0,10.0,352.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,33.0,419.0,9.0,90.0,5.0,38.0,2653:1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.09,19217.0,9792.0,40793.0,50248.0,0.81,63640.0,0.0,0.0,0.0,56964.0,60152.0,41.0,0.0,27.0,22.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14.0,6.0,2629.0,78.0,262.0,8.0,83.0,7960.0,23.3,21.2,53.0,0.7,47.0,0.6,33.0,0.4,4.0,0.1,397.0,5.0,7374.0,92.6,110.0,1.0,49.4,5516.0,65.7
1698,Nebraska,Cheyenne,77.4,0.0,0.0,0.0,0.0,0.0,143.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,9.0,0.0,0.0,1240.0,13.0,542.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,31.0,439.0,9.0,93.0,4.0,132.0,759:1,129.0,94.0,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.03,17975.0,7084.0,35239.0,47691.0,0.74,55172.0,14397.0,0.0,76563.0,49000.0,53839.0,40.0,0.0,17.0,25.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,12,13.0,77.0,2905.0,66.0,438.0,10.0,81.0,9111.0,22.9,21.8,66.0,0.7,91.0,1.0,98.0,1.1,7.0,0.1,757.0,8.3,7983.0,87.6,2.0,0.0,50.0,3625.0,36.3
1699,Nebraska,Clay,78.3,0.0,0.0,0.0,0.0,0.0,77.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,9.0,0.0,0.0,720.0,12.0,527.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,31.0,425.0,13.0,114.0,7.0,48.0,2072:1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.1,16040.0,2987.0,37552.0,45347.0,0.83,63427.0,0.0,0.0,0.0,61726.0,64000.0,47.0,0.0,9.0,22.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,39.0,0.0,2076.0,81.0,171.0,7.0,81.0,6216.0,24.3,21.0,32.0,0.5,79.0,1.3,17.0,0.3,18.0,0.3,558.0,9.0,5544.0,89.2,78.0,1.0,49.2,6542.0,100.0
